SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
基隆,基隆市,34.0,,良好,1.8,0.16,42,37.0,9.0,4,1.4,2.1,0.6,1.3,82.0,2017-12-03 01:00,,0.2,5.0,8.0,1.0,,,
汐止,新北市,31.0,,良好,3.8,0.2,41,33.0,8.0,10,7.0,7.9,0.9,3.4,35.0,2017-12-03 01:00,,0.3,9.0,13.0,2.0,,,
萬里,新北市,41.0,,良好,3.3,0.19,47,44.0,37.0,9,1.2,2.2,1.0,5.4,39.0,2017-12-03 01:00,,0.2,11.0,32.0,3.0,,,
新店,新北市,28.0,,良好,1.7,0.22,35,26.0,5.0,9,8.8,9.8,1.1,0.9,87.0,2017-12-03 01:00,,0.4,9.0,10.0,1.0,,,
土城,新北市,26.0,,良好,3.9,0.26,36,28.0,15.0,6,9.8,10.0,0.5,1.6,345.0,2017-12-03 01:00,,0.4,6.0,13.0,3.0,,,
板橋,新北市,22.0,,良好,2.0,0.27,36,24.0,7.0,4,9.1,11.0,1.9,3.2,94.0,2017-12-03 01:00,,0.4,7.0,11.0,3.0,,,
新莊,新北市,25.0,,良好,1.3,0.27,38,27.0,5.0,ND,7.4,8.4,1.0,3.8,90.0,2017-12-03 01:00,,0.4,3.0,12.0,3.0,,,
菜寮,新北市,25.0,,良好,0.7,0.28,36,27.0,19.0,4,8.5,8.9,0.4,3.5,100.0,2017-12-03 01:00,,0.4,6.0,20.0,1.0,,,
林口,新北市,28.0,,良好,0.3,0.18,39,30.0,16.0,7,3.2,3.8,0.6,2.0,45.0,2017-12-03 01:00,,0.3,8.0,22.0,2.0,,,
基隆,基隆市,33.0,,良好,1.1,0.17,42,36.0,8.0,4,1.6,2.1,0.5,2.3,82.0,2017-12-03 00:00,,0.2,6,10,1.0,,,
汐止,新北市,30.0,,良好,5.2,0.21,40,31.0,10.0,9,7.6,8.0,0.5,3.7,37.0,2017-12-03 00:00,,0.3,9,15,2.0,,,
萬里,新北市,41.0,,良好,3.2,0.19,46,44.0,26.0,8,1.4,2.5,1.1,5.8,29.0,2017-12-03 00:00,,0.2,12,32,3.0,,,
新店,新北市,29.0,,良好,1.7,0.24,36,24.0,2.0,6,8.5,9.5,1.0,1.0,76.0,2017-12-03 00:00,,0.4,9,11,1.0,,,
土城,新北市,25.0,,良好,3.1,0.29,35,27.0,12.0,5,10.0,11.0,0.5,1.9,355.0,2017-12-03 00:00,,0.4,6,13,3.0,,,
板橋,新北市,25.0,,良好,1.8,0.34,31,22.0,7.0,5,13.0,15.0,2.4,2.5,87.0,2017-12-03 00:00,,0.5,8,13,3.0,,,
新莊,新北市,23.0,,良好,1.5,0.32,35,25.0,6.0,ND,9.8,11.0,0.8,3.7,73.0,2017-12-03 00:00,,0.4,4,14,3.0,,,
菜寮,新北市,24.0,,良好,0.8,0.31,33,26.0,15.0,3,12.0,13.0,1.1,2.7,97.0,2017-12-03 00:00,,0.4,7,22,1.0,,,
林口,新北市,28.0,,良好,1.2,0.18,39,29.0,17.0,6,3.8,4.7,0.9,2.6,63.0,2017-12-03 00:00,,0.3,9,25,2.0,,,
淡水,新北市,23.0,,良好,0.7,0.2,36,25.0,6.0,ND,1.8,2.7,0.9,,,2017-12-03 00:00,,0.4,5,9,1.0,,,
士林,臺北市,34.0,,良好,1.5,0.2,41,37.0,18.0,6,4.3,6.5,2.2,1.7,113.0,2017-12-03 00:00,,0.2,5,13,2.0,,,
中山,臺北市,29.0,,良好,1.0,0.34,33,20.0,15.0,,11.0,13.0,1.8,3.3,126.0,2017-12-03 00:00,,0.5,9,18,3.0,,,
萬華,臺北市,22.0,,良好,1.6,0.3,34,19.0,17.0,ND,8.1,10.0,1.8,3.2,112.0,2017-12-03 00:00,,0.4,7,15,3.0,,,
古亭,臺北市,26.0,,良好,2.1,0.29,33,28.0,2.0,4,12.0,13.0,1.3,2.8,75.0,2017-12-03 00:00,,0.3,5,9,2.0,,,
松山,臺北市,31.0,,良好,2.2,0.33,35,23.0,10.0,13,9.2,11.0,1.3,2.3,47.0,2017-12-03 00:00,,0.4,10,13,3.0,,,
大同,臺北市,29.0,,良好,1.5,0.66,-,,25.0,ND,24.0,36.0,13.0,,,2017-12-03 00:00,,1.1,7,31,3.0,,,
桃園,桃園市,29.0,,良好,4.1,0.31,31,27.0,9.0,11,9.9,12.0,2.1,1.8,64.0,2017-12-03 00:00,,0.3,9,11,4.0,,,
大園,桃園市,30.0,,良好,4.9,0.22,35,29.0,31.0,8,13.0,17.0,3.5,5.6,34.0,2017-12-03 00:00,,0.2,8,32,5.0,,,
觀音,桃園市,33.0,,良好,4.9,0.19,34,32.0,26.0,8,6.7,7.0,0.3,7.2,62.0,2017-12-03 00:00,,0.2,10,32,5.0,,,
平鎮,桃園市,30.0,,良好,1.6,0.32,32,28.0,32.0,6,11.0,12.0,1.4,3.8,60.0,2017-12-03 00:00,,0.4,9,28,3.0,,,
龍潭,桃園市,31.0,,良好,2.1,0.23,38,33.0,7.0,7,5.6,7.1,1.4,7.2,62.0,2017-12-03 00:00,,0.3,8,15,2.0,,,
湖口,新竹縣,30.0,,良好,1.5,0.2,39,32.0,26.0,8,5.3,5.8,0.5,7.1,47.0,2017-12-03 00:00,,0.3,8,23,2.0,,,
竹東,新竹縣,43.0,,良好,2.2,0.19,33,27.0,5.0,10,4.7,5.2,0.6,3.2,66.0,2017-12-03 00:00,,0.2,13,21,2.0,,,
新竹,新竹市,34.0,,良好,2.0,0.2,32,25.0,15.0,8,9.7,9.5,-0.2,3.8,52.0,2017-12-03 00:00,,0.3,11,17,3.0,,,
頭份,苗栗縣,44.0,,良好,2.6,0.25,34,29.0,20.0,14,8.5,9.4,0.9,2.7,48.0,2017-12-03 00:00,,0.3,14,17,2.0,,,
苗栗,苗栗縣,43.0,,良好,2.4,0.3,26,21.0,30.0,13,11.0,12.0,1.1,3.2,6.2,2017-12-03 00:00,,0.4,13,26,2.0,,,
三義,苗栗縣,37.0,,良好,1.7,0.22,27,24.0,15.0,6,6.5,6.9,0.4,4.4,24.0,2017-12-03 00:00,,0.3,11,20,2.0,,,
豐原,臺中市,38.0,,良好,2.1,0.34,14,17.0,23.0,14,9.1,10.0,1.3,1.0,35.0,2017-12-03 00:00,,0.4,12,22,2.0,,,
沙鹿,臺中市,33.0,,良好,2.0,0.23,31,27.0,21.0,12,7.6,8.0,0.4,4.0,0.8,2017-12-03 00:00,,0.3,10,28,2.0,,,
大里,臺中市,36.0,,良好,2.4,0.61,2.3,11.0,40.0,13,21.0,30.0,9.0,2.1,214.0,2017-12-03 00:00,,0.5,10,39,2.0,,,
