SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
基隆,基隆市,36.0,,良好,1.8,0.39,4.1,11.0,17.0,11,16.0,18.0,2.3,1.0,234.0,2017-07-05 01:00,,0.5,11.0,19.0,,,,
汐止,新北市,57.0,細懸浮微粒,普通,1.5,0.55,3,6.0,34.0,20,20.0,28.0,8.1,1.1,182.0,2017-07-05 01:00,,0.7,18.0,27.0,,,,
萬里,新北市,46.0,,良好,2.6,0.14,21,25.0,29.0,14,4.1,4.5,0.5,4.1,210.0,2017-07-05 01:00,,0.2,14.0,23.0,,,,
新店,新北市,41.0,,良好,1.3,0.18,16,21.0,25.0,10,5.8,7.1,1.3,2.1,151.0,2017-07-05 01:00,,0.3,13.0,26.0,,,,
土城,新北市,35.0,,良好,1.9,0.48,2.9,9.0,35.0,9,19.0,26.0,7.3,1.2,161.0,2017-07-05 01:00,,0.6,11.0,35.0,,,,
板橋,新北市,32.0,,良好,,0.36,9.4,12.0,,5,,,,0.6,333.0,2017-07-05 01:00,,0.7,10.0,29.0,,,,
新莊,新北市,33.0,,良好,2.4,0.53,4.6,13.0,24.0,6,24.0,32.0,8.1,0.9,33.0,2017-07-05 01:00,,0.7,10.0,28.0,,,,
菜寮,新北市,42.0,,良好,1.3,0.42,9.1,10.0,24.0,8,,,,0.9,183.0,2017-07-05 01:00,,0.9,13.0,24.0,,,,
林口,新北市,37.0,,良好,2.0,0.23,29,17.0,23.0,8,8.3,10.0,1.7,1.2,111.0,2017-07-05 01:00,,0.5,11.0,26.0,,,,
淡水,新北市,34.0,,良好,2.1,0.77,2.3,13.0,36.0,5,25.0,31.0,6.6,,,2017-07-05 01:00,,0.6,10.0,33.0,,,,
士林,臺北市,59.0,細懸浮微粒,普通,1.6,0.61,5.6,14.0,29.0,16,21.0,24.0,2.3,0.9,170.0,2017-07-05 01:00,,0.6,19.0,28.0,,,,
中山,臺北市,26.0,,良好,1.2,0.86,1.4,10.0,15.0,6,28.0,42.0,14.0,0.9,189.0,2017-07-05 01:00,,0.8,6.0,24.0,,,,
萬華,臺北市,45.0,,良好,2.0,0.43,11,9.0,23.0,7,10.0,14.0,4.1,0.9,118.0,2017-07-05 01:00,,1.1,14.0,28.0,,,,
古亭,臺北市,36.0,,良好,1.3,0.36,10,12.0,18.0,10,14.0,16.0,2.5,1.5,164.0,2017-07-05 01:00,,0.7,11.0,17.0,,,,
