SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
土城,新北市,,,設備維護,,,,,,,,,,,,2017-04-18 00:00,,,,,,,,
基隆,基隆市,55.0,細懸浮微粒,普通,3.0,0.3,9.4,9.0,19.0,11,15.0,17.0,2.7,0.7,167.0,2017-04-18 00:00,,0.5,17.0,27.0,,,,
汐止,新北市,78.0,細懸浮微粒,普通,6.9,0.44,5,8.0,36.0,22,24.0,27.0,3.2,0.9,297.0,2017-04-18 00:00,,0.9,26.0,44.0,,,,
萬里,新北市,74.0,細懸浮微粒,普通,3.5,0.16,21,22.0,36.0,21,5.4,6.6,1.3,0.5,168.0,2017-04-18 00:00,,0.2,25.0,39.0,,,,
新店,新北市,59.0,細懸浮微粒,普通,1.5,0.54,3.5,15.0,38.0,17,18.0,24.0,6.0,1.7,204.0,2017-04-18 00:00,,0.6,19.0,35.0,,,,
板橋,新北市,,,設備維護,,,,,,,,,,,,2017-04-18 00:00,,,,,,,,
新莊,新北市,68.0,細懸浮微粒,普通,5.6,0.41,1.1,9.0,43.0,31,25.0,31.0,6.7,0.5,67.0,2017-04-18 00:00,,0.5,23.0,39.0,,,,
菜寮,新北市,58.0,細懸浮微粒,普通,3.0,0.21,9.7,9.0,32.0,20,12.0,13.0,1.2,1.5,14.0,2017-04-18 00:00,,0.5,18.0,35.0,,,,
林口,新北市,58.0,細懸浮微粒,普通,3.4,0.14,16,8.0,50.0,18,8.7,10.0,1.2,3.3,266.0,2017-04-18 00:00,,0.3,19.0,46.0,,,,
淡水,新北市,48.0,,良好,2.9,0.14,14,12.0,39.0,11,6.8,8.1,1.3,,,2017-04-18 00:00,,0.3,15.0,42.0,,,,
士林,臺北市,46.0,,良好,2.6,0.17,13,12.0,29.0,11,8.2,9.6,1.4,2.0,325.0,2017-04-18 00:00,,0.4,14.0,38.0,,,,
中山,臺北市,54.0,細懸浮微粒,普通,2.9,0.39,8.2,7.0,26.0,16,15.0,19.0,4.4,1.8,356.0,2017-04-18 00:00,,1.1,17.0,30.0,,,,
萬華,臺北市,54.0,細懸浮微粒,普通,4.0,0.43,5.4,8.0,38.0,5,19.0,23.0,4.5,0.9,26.0,2017-04-18 00:00,,0.8,17.0,35.0,,,,
古亭,臺北市,55.0,細懸浮微粒,普通,3.8,0.66,2.9,9.0,37.0,18,24.0,34.0,11.0,0.7,192.0,2017-04-18 00:00,,0.8,17.0,35.0,,,,
