SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
汐止,新北市,63,細懸浮微粒,普通,5.8,0.39,3.8,17.0,31.0,21,22.0,29.0,6.8,1.1,19.0,2017-07-11 00:00,,0.4,21.0,29.0,,,,
萬里,新北市,58,細懸浮微粒,普通,3.0,0.17,16,23.0,31.0,19,6.6,7.4,0.8,1.9,191.0,2017-07-11 00:00,,0.2,18.0,28.0,,,,
新店,新北市,68,細懸浮微粒,普通,2.3,0.29,13,16.0,40.0,21,11.0,13.0,2.7,1.0,78.0,2017-07-11 00:00,,0.5,22.0,44.0,,,,
土城,新北市,54,細懸浮微粒,普通,2.7,0.47,5.4,5.0,44.0,15,20.0,23.0,3.4,0.8,204.0,2017-07-11 00:00,,0.7,17.0,44.0,,,,
板橋,新北市,58,細懸浮微粒,普通,7.3,0.89,4.3,7.0,47.0,21,34.0,40.0,6.3,0.7,133.0,2017-07-11 00:00,,1.3,19.0,44.0,,,,
新莊,新北市,57,細懸浮微粒,普通,8.4,1.4,0.7,5.0,47.0,20,42.0,76.0,33.0,1.0,11.0,2017-07-11 00:00,,1.1,18.0,41.0,,,,
菜寮,新北市,60,細懸浮微粒,普通,2.8,0.83,2.2,6.0,39.0,22,29.0,39.0,9.1,1.9,124.0,2017-07-11 00:00,,1.0,19.0,36.0,,,,
林口,新北市,49,,良好,4.8,0.26,7.9,16.0,30.0,18,17.0,18.0,0.9,1.4,134.0,2017-07-11 00:00,,0.4,15.0,33.0,,,,
淡水,新北市,43,,良好,4.2,0.5,5,14.0,44.0,16,21.0,22.0,1.1,,,2017-07-11 00:00,,0.5,13.0,36.0,,,,
士林,臺北市,49,,良好,4.4,0.5,3.9,9.0,43.0,8,20.0,25.0,5.3,1.5,116.0,2017-07-11 00:00,,0.6,15.0,37.0,,,,
中山,臺北市,66,細懸浮微粒,普通,6.4,0.89,1.8,2.0,41.0,16,30.0,53.0,23.0,0.4,33.0,2017-07-11 00:00,,1.4,22.0,47.0,,,,
萬華,臺北市,68,細懸浮微粒,普通,5.9,1.05,4.1,3.0,41.0,12,21.0,31.0,10.0,0.8,150.0,2017-07-11 00:00,,1.6,22.0,44.0,,,,
古亭,臺北市,56,細懸浮微粒,普通,3.4,0.59,3.2,10.0,28.0,17,21.0,32.0,11.0,1.0,127.0,2017-07-11 00:00,,0.8,17.0,30.0,,,,
