SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
基隆,基隆市,36.0,,良好,1.4,0.31,1.8,8.0,15.0,8,13.0,17.0,3.2,0.9,271.0,2017-06-24 01:00,,0.3,11.0,15.0,,,,
汐止,新北市,52.0,細懸浮微粒,普通,1.6,0.64,1,6.0,24.0,14,14.0,38.0,24.0,0.7,55.0,2017-06-24 01:00,,0.5,16.0,25.0,,,,
萬里,新北市,49.0,,良好,2.2,0.22,10,13.0,19.0,13,8.0,9.4,1.4,3.4,206.0,2017-06-24 01:00,,0.2,15.0,24.0,,,,
新店,新北市,38.0,,良好,1.8,0.2,18,20.0,24.0,10,5.2,6.5,1.3,2.0,154.0,2017-06-24 01:00,,0.3,12.0,22.0,,,,
土城,新北市,27.0,,良好,1.9,0.43,2.5,7.0,21.0,5,17.0,27.0,9.8,1.2,149.0,2017-06-24 01:00,,0.4,8.0,25.0,,,,
板橋,新北市,28.0,,良好,2.4,0.78,2.2,7.0,24.0,8,28.0,30.0,2.8,1.1,235.0,2017-06-24 01:00,,0.5,9.0,22.0,,,,
基隆,基隆市,36.0,,良好,1.5,0.29,1.6,4.0,19.0,10,13.0,17.0,3.4,0.9,282.0,2017-06-24 02:00,,0.3,11.0,17.0,,,,
汐止,新北市,49.0,,良好,2.1,0.52,1.1,3.0,25.0,12,12.0,31.0,20.0,0.7,247.0,2017-06-24 02:00,,0.6,15.0,24.0,,,,
萬里,新北市,48.0,,良好,1.5,0.15,13,10.0,21.0,14,5.0,6.1,1.1,4.1,207.0,2017-06-24 02:00,,0.2,15.0,23.0,,,,
新店,新北市,37.0,,良好,1.1,0.17,16,19.0,26.0,12,4.9,6.5,1.6,2.9,188.0,2017-06-24 02:00,,0.3,11.0,23.0,,,,
基隆,基隆市,39.0,,良好,1.3,0.36,1.7,13.0,17.0,10,13.0,18.0,4.8,0.5,287.0,2017-06-24 00:00,,0.3,12.0,16.0,,,,
汐止,新北市,54.0,細懸浮微粒,普通,2.1,0.69,1.2,9.0,24.0,14,16.0,42.0,26.0,0.8,34.0,2017-06-24 00:00,,0.5,17.0,25.0,,,,
萬里,新北市,53.0,細懸浮微粒,普通,2.6,0.32,4.5,17.0,22.0,14,14.0,17.0,2.6,2.7,209.0,2017-06-24 00:00,,0.2,16.0,26.0,,,,
新店,新北市,41.0,,良好,2.0,0.22,19,21.0,20.0,9,6.3,8.3,2.1,2.9,181.0,2017-06-24 00:00,,0.3,13.0,22.0,,,,
土城,新北市,31.0,,良好,1.6,0.35,4.1,10.0,25.0,4,17.0,24.0,7.4,1.2,144.0,2017-06-24 00:00,,0.3,10.0,26.0,,,,
萬華,臺北市,,,設備維護,,,,,,,,,,,,2017-06-24 00:00,,,,,,,,
板橋,新北市,31.0,,良好,2.7,0.64,5.3,10.0,18.0,8,25.0,28.0,2.7,0.5,282.0,2017-06-24 00:00,,0.5,10.0,22.0,,,,
新莊,新北市,21.0,,良好,1.5,0.52,7.6,10.0,20.0,5,21.0,23.0,2.0,1.0,3.3,2017-06-24 00:00,,0.5,6.0,22.0,,,,
菜寮,新北市,34.0,,良好,1.6,0.58,8.5,7.0,21.0,13,20.0,22.0,2.5,1.8,154.0,2017-06-24 00:00,,0.6,11.0,21.0,,,,
林口,新北市,24.0,,良好,1.6,0.6,6.5,7.0,24.0,7,23.0,26.0,2.8,1.7,141.0,2017-06-24 00:00,,0.3,7.0,20.0,,,,
淡水,新北市,26.0,,良好,2.7,0.6,2.1,8.0,27.0,8,22.0,27.0,5.1,,,2017-06-24 00:00,,0.3,8.0,22.0,,,,
士林,臺北市,37.0,,良好,2.2,0.66,1.7,6.0,18.0,17,19.0,31.0,12.0,1.2,133.0,2017-06-24 00:00,,0.5,12.0,24.0,,,,
中山,臺北市,37.0,,良好,3.0,0.83,1.4,5.0,12.0,,28.0,45.0,17.0,1.1,245.0,2017-06-24 00:00,,0.8,11.0,23.0,,,,
古亭,臺北市,30.0,,良好,1.1,0.44,14,13.0,13.0,8,14.0,18.0,3.9,1.4,202.0,2017-06-24 00:00,,0.5,9.0,19.0,,,,
松山,臺北市,48.0,,良好,2.1,0.7,3.1,7.0,14.0,,23.0,40.0,16.0,1.1,215.0,2017-06-24 00:00,,0.5,15.0,24.0,,,,
大同,臺北市,41.0,,良好,4.0,2.14,-,,38.0,5,29.0,88.0,59.0,,,2017-06-24 00:00,,2.5,7.0,44.0,,,,
桃園,桃園市,27.0,,良好,9.5,0.59,1.8,7.0,30.0,10,20.0,28.0,7.2,1.0,107.0,2017-06-24 00:00,,0.4,8.0,23.0,,,,
大園,桃園市,24.0,,良好,3.9,0.38,3.6,10.0,44.0,5,15.0,19.0,3.9,1.9,230.0,2017-06-24 00:00,,0.2,7.0,26.0,,,,
觀音,桃園市,29.0,,良好,4.0,0.32,0.3,9.0,30.0,13,16.0,20.0,3.7,0.6,143.0,2017-06-24 00:00,,0.2,9.0,25.0,,,,
平鎮,桃園市,31.0,,良好,4.9,0.37,4.1,7.0,34.0,5,18.0,22.0,4.5,0.9,146.0,2017-06-24 00:00,,0.3,9.0,34.0,,,,
龍潭,桃園市,47.0,,良好,2.1,0.25,2.4,8.0,33.0,15,13.0,18.0,5.5,1.7,179.0,2017-06-24 00:00,,0.3,15.0,32.0,,,,
湖口,新竹縣,37.0,,良好,5.5,0.39,1.6,7.0,29.0,16,22.0,40.0,19.0,1.2,175.0,2017-06-24 00:00,,0.3,11.0,22.0,,,,
竹東,新竹縣,38.0,,良好,1.7,0.26,3.5,8.0,21.0,10,8.0,11.0,3.0,1.9,129.0,2017-06-24 00:00,,0.2,12.0,21.0,,,,
