SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
恆春,屏東縣,43.0,nan,良好,1.3,0.19,44,46.0,27,5,1.3,2.5,1.3,11.0,28.0,2016-12-31 00:00,,0.2,6.0,20.0,,,,
潮州,屏東縣,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2016-12-31 06:00,,nan,nan,nan,,,,
恆春,屏東縣,40.0,nan,良好,1.1,0.18,42,43.0,23.0,7,1.7,2.1,0.5,9.1,40.0,2016-12-31 06:00,,0.2,8.0,22.0,,,,
臺東,臺東縣,29.0,nan,良好,1.6,0.26,24,25.0,25.0,11,2.7,4.3,1.6,2.7,283.0,2016-12-31 06:00,,0.3,9.0,31.0,,,,
花蓮,花蓮縣,54.0,細懸浮微粒,普通,1.3,0.25,14,12.0,25.0,15,5.4,6.9,1.5,1.6,231.0,2016-12-31 06:00,,0.3,17.0,28.0,,,,
陽明,臺北市,40.0,nan,良好,0.6,0.14,42,43.0,3.0,ND,1.4,1.8,0.4,nan,nan,2016-12-31 06:00,,0.2,2.0,5.0,,,,
宜蘭,宜蘭縣,37.0,nan,良好,0.9,0.23,20,17.0,19.0,6,1.7,2.6,1.0,0.9,205.0,2016-12-31 06:00,,0.3,11.0,29.0,,,,
冬山,宜蘭縣,26.0,nan,良好,1.9,0.28,11,15.0,21.0,4,7.5,11.0,3.1,0.7,265.0,2016-12-31 06:00,,0.3,4.0,28.0,,,,
三重,新北市,44.0,nan,良好,4.5,0.89,-,nan,48.0,6,34.0,85.0,52.0,nan,nan,2016-12-31 06:00,,0.9,9.0,47.0,,,,
中壢,桃園市,35.0,nan,良好,2.1,0.39,28,28.0,36.0,7,16.0,18.0,2.5,1.7,53.0,2016-12-31 06:00,,0.5,9.0,38.0,,,,
竹山,南投縣,102.0,細懸浮微粒,對敏感族群不良,2.0,0.45,1.6,4.0,61.0,30,13.0,17.0,3.6,0.9,145.0,2016-12-31 06:00,,0.5,36.0,69.0,,,,
永和,新北市,41.0,nan,良好,2.3,0.39,28,30.0,15.0,11,12.0,16.0,4.0,2.2,89.0,2016-12-31 06:00,,0.4,13.0,20.0,,,,
復興,高雄市,151.0,細懸浮微粒,對所有族群不良,5.0,1.03,3.6,2.0,100.0,58,32.0,52.0,20.0,0.6,293.0,2016-12-31 06:00,,1.2,55.0,92.0,,,,
萬里,新北市,28.0,nan,良好,2.0,0.31,17,22.0,16.0,9.0,16.0,20.0,3.8,0.7,225.0,2016-12-31 08:00,,0.2,9.0,24.0,,,,
大同,臺北市,44,nan,良好,3.4,0.85,-,nan,54,4,33.0,73.0,39.0,nan,nan,2016-12-31 09:00,,0.8,8,47,,,,
桃園,桃園市,44,nan,良好,3.2,0.41,27,30.0,28,9,14.0,20.0,5.2,3.0,80.0,2016-12-31 09:00,,0.3,14,24,,,,
大園,桃園市,36,nan,良好,8.0,0.2,24,29.0,46,11,25.0,36.0,11.0,6.0,59.0,2016-12-31 09:00,,0.2,9,39,,,,
觀音,桃園市,45,nan,良好,3.3,0.25,35,37.0,48,13,8.9,11.0,1.8,6.7,60.0,2016-12-31 09:00,,0.2,14,43,,,,
陽明,臺北市,40.0,nan,良好,0.3,0.15,42,43.0,5.0,3.0,1.3,1.7,0.4,nan,nan,2016-12-31 08:00,,0.2,2.0,5.0,,,,
陽明,臺北市,39.0,nan,良好,0.4,0.14,42,42.0,5,2,1.2,1.7,0.5,nan,nan,2016-12-31 11:00,,0.1,2.0,5.0,,,,
陽明,臺北市,39.0,nan,良好,2.1,0.17,41,42.0,5,2.0,2.9,3.4,0.5,nan,nan,2016-12-31 13:00,,0.1,2.0,5.0,,,,
林口,新北市,48,nan,良好,1.1,0.22,38,33.0,45,16,7.0,10.0,3.1,4.6,77.0,2016-12-31 15:00,,0.3,15,45,,,,
淡水,新北市,39,nan,良好,2.0,0.17,35,29.0,19,13,4.0,5.6,1.6,nan,nan,2016-12-31 15:00,,0.3,12,23,,,,
大同,臺北市,38.0,nan,良好,2.8,0.9,-,nan,28.0,2.0,34.0,74.0,40.0,nan,nan,2016-12-31 20:00,,0.6,3.0,41.0,,,,
桃園,桃園市,31.0,nan,良好,3.9,0.42,28,33.0,19.0,8.0,15.0,17.0,1.6,2.9,97.0,2016-12-31 20:00,,0.4,7.0,21.0,,,,
大園,桃園市,39.0,nan,良好,2.4,0.24,32,36.0,35.0,10.0,16.0,18.0,2.1,5.2,55.0,2016-12-31 20:00,,0.2,7.0,42.0,,,,
觀音,桃園市,45.0,nan,良好,9.4,0.34,30,38.0,57.0,20.0,12.0,13.0,1.0,5.1,77.0,2016-12-31 20:00,,0.2,14.0,44.0,,,,
平鎮,桃園市,33.0,nan,良好,1.6,0.4,29,36.0,24.0,6.0,15.0,15.0,0.4,3.7,69.0,2016-12-31 20:00,,0.4,8.0,31.0,,,,
龍潭,桃園市,46.0,nan,良好,2.0,0.38,26,32.0,30.0,20.0,14.0,16.0,1.7,5.7,65.0,2016-12-31 20:00,,0.4,14.0,38.0,,,,
湖口,新竹縣,57.0,細懸浮微粒,普通,2.8,0.3,33,38.0,21.0,21.0,9.9,12.0,1.6,6.3,54.0,2016-12-31 20:00,,0.2,18.0,29.0,,,,
竹東,新竹縣,52.0,細懸浮微粒,普通,0.6,0.43,25,33.0,28.0,20.0,12.0,12.0,0.6,1.2,112.0,2016-12-31 20:00,,0.3,16.0,28.0,,,,
新竹,新竹市,40.0,nan,良好,2.3,0.42,23,33.0,36.0,12.0,18.0,20.0,2.2,2.2,71.0,2016-12-31 20:00,,0.3,12.0,41.0,,,,
頭份,苗栗縣,56.0,細懸浮微粒,普通,1.2,0.4,23,33.0,38.0,19.0,21.0,22.0,1.5,1.8,67.0,2016-12-31 20:00,,0.3,18.0,41.0,,,,
苗栗,苗栗縣,60.0,細懸浮微粒,普通,6.7,0.63,0.8,21.0,69.0,22.0,37.0,66.0,29.0,0.6,331.0,2016-12-31 20:00,,0.3,19.0,60.0,,,,
三義,苗栗縣,56.0,細懸浮微粒,普通,1.0,0.32,14,37.0,53.0,18.0,19.0,20.0,1.3,1.7,24.0,2016-12-31 20:00,,0.3,18.0,50.0,,,,
豐原,臺中市,82.0,細懸浮微粒,普通,12.0,0.52,12,39.0,45.0,33.0,17.0,20.0,2.6,1.6,115.0,2016-12-31 20:00,,0.4,28.0,46.0,,,,
沙鹿,臺中市,52.0,細懸浮微粒,普通,1.0,0.31,26,38.0,44.0,16.0,14.0,15.0,0.5,2.9,18.0,2016-12-31 20:00,,0.2,16.0,45.0,,,,
大里,臺中市,83.0,細懸浮微粒,普通,2.5,0.69,10,46.0,62.0,22.0,33.0,36.0,3.2,1.2,327.0,2016-12-31 20:00,,0.5,28.0,65.0,,,,
忠明,臺中市,70.0,細懸浮微粒,普通,2.4,0.5,18,40.0,35.0,27.0,23.0,25.0,2.4,1.0,326.0,2016-12-31 20:00,,0.3,23.0,39.0,,,,
基隆,基隆市,47.0,nan,良好,1.8,0.64,4.3,15.0,16,11,21.0,27.0,5.7,0.4,274.0,2016-12-31 01:00,,0.6,15.0,25.0,,,,
汐止,新北市,58.0,細懸浮微粒,普通,2.7,0.49,6.2,5.0,31,18,30.0,37.0,6.4,1.4,58.0,2016-12-31 01:00,,0.6,18.0,40.0,,,,
萬里,新北市,41.0,nan,良好,1.9,0.21,23,39.0,26,9,5.2,6.2,1.0,2.0,205.0,2016-12-31 01:00,,0.2,12.0,44.0,,,,
新店,新北市,58.0,細懸浮微粒,普通,0.9,0.29,34,24.0,12,15,8.3,9.5,1.2,1.9,138.0,2016-12-31 01:00,,0.5,18.0,23.0,,,,
土城,新北市,40.0,nan,良好,1.5,0.35,30,24.0,30,11,12.0,13.0,1.5,1.9,255.0,2016-12-31 01:00,,0.6,12.0,35.0,,,,
板橋,新北市,42.0,nan,良好,2.0,0.41,24,22.0,37,10,17.0,18.0,1.5,3.4,55.0,2016-12-31 01:00,,0.6,13.0,41.0,,,,
新莊,新北市,41.0,nan,良好,2.4,0.3,31,17.0,23,7,11.0,13.0,1.9,5.1,63.0,2016-12-31 01:00,,0.6,13.0,38.0,,,,
菜寮,新北市,42.0,nan,良好,2.0,0.33,28,20.0,34,8,15.0,15.0,0.8,2.4,79.0,2016-12-31 01:00,,0.5,13.0,40.0,,,,
