SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
基隆,基隆市,32.0,,良好,0.9,0.22,26,29.0,17.0,9.0,6.9,7.5,0.6,0.6,306.0,2017-04-29 03:00,,0.4,10.0,21.0,,,,
汐止,新北市,51.0,細懸浮微粒,普通,6.0,0.47,2.3,13.0,26.0,17.0,32.0,38.0,6.4,0.9,48.0,2017-04-29 03:00,,0.5,16.0,29.0,,,,
萬里,新北市,40.0,,良好,2.0,0.15,46,43.0,10.0,11.0,1.8,2.7,0.8,4.6,197.0,2017-04-29 03:00,,0.2,12.0,25.0,,,,
新店,新北市,30.0,,良好,1.3,0.3,30,32.0,26.0,7.0,14.0,15.0,0.9,1.2,146.0,2017-04-29 03:00,,0.5,9.0,31.0,,,,
土城,新北市,34.0,,良好,1.7,0.26,20,37.0,15.0,4.0,19.0,21.0,1.8,1.4,169.0,2017-04-29 03:00,,0.4,7.0,23.0,,,,
板橋,新北市,30.0,,良好,1.8,0.41,36,32.0,24.0,10.0,20.0,21.0,0.8,1.6,141.0,2017-04-29 03:00,,0.6,9.0,31.0,,,,
新莊,新北市,42.0,,良好,2.2,0.66,8.5,28.0,34.0,9.0,44.0,50.0,5.7,0.6,230.0,2017-04-29 03:00,,0.6,7.0,38.0,,,,
菜寮,新北市,42.0,,良好,1.8,0.7,9.7,32.0,33.0,16.0,44.0,49.0,5.1,1.1,187.0,2017-04-29 03:00,,0.5,13.0,33.0,,,,
林口,新北市,49.0,,良好,0.8,0.19,64,53.0,38.0,9.0,5.2,5.6,0.3,2.5,120.0,2017-04-29 03:00,,0.3,11.0,41.0,,,,
淡水,新北市,40.0,,良好,3.2,0.32,35,31.0,30.0,11.0,14.0,16.0,1.5,,,2017-04-29 03:00,,0.5,12.0,31.0,,,,
士林,臺北市,48.0,,良好,2.0,0.26,49,52.0,35.0,6.0,10.0,11.0,0.7,1.1,152.0,2017-04-29 03:00,,0.3,9.0,32.0,,,,
中山,臺北市,39.0,,良好,2.9,0.48,29,28.0,36.0,11.0,26.0,27.0,1.4,0.9,84.0,2017-04-29 03:00,,0.6,12.0,38.0,,,,
萬華,臺北市,37.0,,良好,1.8,0.5,23,25.0,41.0,8.0,29.0,31.0,2.5,1.1,170.0,2017-04-29 03:00,,0.6,10.0,40.0,,,,
古亭,臺北市,37.0,,良好,1.2,0.31,37,39.0,22.0,10.0,12.0,15.0,2.1,1.1,198.0,2017-04-29 03:00,,0.5,12.0,29.0,,,,
松山,臺北市,41.0,,良好,1.8,0.3,35,16.0,14.0,3.0,16.0,16.0,0.2,1.4,69.0,2017-04-29 03:00,,0.6,13.0,30.0,,,,
大同,臺北市,47.0,,良好,3.0,0.57,-,,56.0,9.0,42.0,51.0,9.0,,,2017-04-29 03:00,,0.9,11.0,51.0,,,,
桃園,桃園市,42.0,,良好,5.6,0.49,27,33.0,42.0,20.0,31.0,32.0,0.4,1.5,127.0,2017-04-29 03:00,,0.6,13.0,40.0,,,,
大園,桃園市,,,設備維護,,,,,,,,,,,,2017-04-29 03:00,,,,,,,,
觀音,桃園市,44.0,,良好,4.0,0.37,31,40.0,43.0,15.0,21.0,22.0,1.2,1.7,76.0,2017-04-29 03:00,,0.3,13.0,48.0,,,,
平鎮,桃園市,42.0,,良好,3.2,0.32,41,45.0,31.0,14.0,16.0,16.0,0.0,1.2,122.0,2017-04-29 03:00,,0.4,13.0,38.0,,,,
龍潭,桃園市,43.0,,良好,1.9,0.23,43,46.0,32.0,19.0,8.0,9.7,1.7,1.5,64.0,2017-04-29 03:00,,0.3,13.0,36.0,,,,
湖口,新竹縣,45.0,,良好,6.0,0.24,40,48.0,33.0,16.0,14.0,14.0,0.7,1.8,81.0,2017-04-29 03:00,,0.3,14.0,35.0,,,,
竹東,新竹縣,45.0,,良好,0.9,0.25,27,37.0,24.0,15.0,6.3,7.4,1.1,0.9,145.0,2017-04-29 03:00,,0.3,14.0,34.0,,,,
新竹,新竹市,,,設備維護,,,,,,,,,,,,2017-04-29 03:00,,,,,,,,
頭份,苗栗縣,50.0,,良好,1.2,0.31,21,36.0,33.0,16.0,15.0,16.0,0.9,1.0,67.0,2017-04-29 03:00,,0.4,15.0,38.0,,,,
苗栗,苗栗縣,45.0,,良好,1.9,0.36,8.6,23.0,39.0,14.0,27.0,32.0,4.9,0.7,43.0,2017-04-29 03:00,,0.5,14.0,42.0,,,,
三義,苗栗縣,39.0,,良好,2.0,0.22,42,42.0,31.0,5.0,19.0,20.0,1.0,2.9,34.0,2017-04-29 03:00,,0.2,8.0,32.0,,,,
