SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
基隆,基隆市,62,細懸浮微粒,普通,1.4,0.33,17,26.0,11,8,16.0,18.0,1.6,0.7,181.0,2017-05-13 00:00,,0.4,20,27,,,,
汐止,新北市,88,細懸浮微粒,普通,2.5,0.33,14,22.0,37,25,14.0,17.0,2.7,1.5,91.0,2017-05-13 00:00,,0.5,31,42,,,,
萬里,新北市,89,細懸浮微粒,普通,3.7,0.2,23,36.0,33,23,8.2,10.0,2.1,3.3,177.0,2017-05-13 00:00,,0.3,31,44,,,,
新店,新北市,89,細懸浮微粒,普通,2.4,0.57,5.7,17.0,39,24,23.0,27.0,4.4,1.3,197.0,2017-05-13 00:00,,0.6,31,46,,,,
土城,新北市,92,細懸浮微粒,普通,3.4,0.68,2.3,17.0,50,29,26.0,35.0,9.4,1.2,326.0,2017-05-13 00:00,,0.7,32,51,,,,
板橋,新北市,90,細懸浮微粒,普通,3.5,0.9,3,14.0,57,31,32.0,38.0,6.3,2.1,62.0,2017-05-13 00:00,,1.0,31,61,,,,
新莊,新北市,96,細懸浮微粒,普通,2.4,0.7,6.6,19.0,39,28,28.0,30.0,2.1,1.4,228.0,2017-05-13 00:00,,0.9,34,54,,,,
菜寮,新北市,94,細懸浮微粒,普通,1.9,0.84,3.1,17.0,44,30,34.0,44.0,9.9,1.1,221.0,2017-05-13 00:00,,0.8,33,52,,,,
基隆,基隆市,51,細懸浮微粒,普通,1.8,0.25,8.3,14.0,21,15,11.0,12.0,0.6,0.7,359.0,2017-05-13 05:00,,0.3,16,21,,,,
汐止,新北市,63,細懸浮微粒,普通,1.8,0.24,4.8,9.0,23,17,11.0,13.0,2.3,1.0,252.0,2017-05-13 05:00,,0.4,20,24,,,,
基隆,基隆市,55,細懸浮微粒,普通,0.3,0.2,21,23.0,7,5.0,8.4,9.8,1.4,0.9,271.0,2017-05-13 01:00,,0.4,17,23,,,,
汐止,新北市,81,細懸浮微粒,普通,1.8,0.25,17,20.0,19,15.0,10.0,12.0,1.7,1.1,54.0,2017-05-13 01:00,,0.5,28,38,,,,
萬里,新北市,79,細懸浮微粒,普通,1.6,0.14,26,34.0,19,12.0,3.8,5.5,1.7,4.4,180.0,2017-05-13 01:00,,0.3,27,39,,,,
新店,新北市,84,細懸浮微粒,普通,1.9,0.37,11,15.0,39,21.0,13.0,15.0,1.7,1.3,151.0,2017-05-13 01:00,,0.6,29,44,,,,
土城,新北市,88,細懸浮微粒,普通,2.5,0.49,6.3,13.0,42,25.0,19.0,23.0,3.2,1.1,359.0,2017-05-13 01:00,,0.7,31,49,,,,
板橋,新北市,86,細懸浮微粒,普通,3.1,0.6,5.4,10.0,47,26.0,22.0,26.0,3.7,1.9,52.0,2017-05-13 01:00,,1.0,30,58,,,,
新莊,新北市,91,細懸浮微粒,普通,2.3,0.64,4.7,14.0,32,24.0,26.0,27.0,1.6,1.3,140.0,2017-05-13 01:00,,0.9,32,50,,,,
菜寮,新北市,89,細懸浮微粒,普通,1.7,0.74,1.8,14.0,32,24.0,31.0,40.0,9.1,1.0,49.0,2017-05-13 01:00,,0.9,31,48,,,,
林口,新北市,59,細懸浮微粒,普通,4.0,0.1,16,13.0,33,14.0,6.9,8.1,1.2,1.3,300.0,2017-05-13 01:00,,0.2,19,39,,,,
淡水,新北市,71,細懸浮微粒,普通,2.6,0.2,13,13.0,28,12.0,6.3,7.9,1.6,,,2017-05-13 01:00,,0.4,24,46,,,,
士林,臺北市,83,細懸浮微粒,普通,1.3,0.47,7.7,13.0,22,,22.0,24.0,1.5,1.9,109.0,2017-05-13 01:00,,0.6,29,43,,,,
中山,臺北市,82,細懸浮微粒,普通,1.6,0.66,3.2,8.0,40,15.0,29.0,37.0,7.8,1.2,130.0,2017-05-13 01:00,,1.0,28,53,,,,
萬華,臺北市,88,細懸浮微粒,普通,3.3,0.76,1.6,8.0,37,24.0,31.0,41.0,10.0,1.0,170.0,2017-05-13 01:00,,0.9,31,52,,,,
古亭,臺北市,77,細懸浮微粒,普通,2.1,0.48,7.4,14.0,29,15.0,23.0,27.0,4.8,1.2,151.0,2017-05-13 01:00,,0.7,26,40,,,,
松山,臺北市,86,細懸浮微粒,普通,1.8,0.35,12,14.0,28,14.0,16.0,19.0,2.2,1.1,73.0,2017-05-13 01:00,,0.7,30,45,,,,
汐止,新北市,67,細懸浮微粒,普通,1.3,0.32,6.6,12.0,15,16,15.0,17.0,1.8,0.7,205.0,2017-05-13 03:00,,0.4,22,28,,,,
萬里,新北市,63,細懸浮微粒,普通,1.2,0.2,16,26.0,14,13,5.9,7.4,1.5,1.4,207.0,2017-05-13 03:00,,0.2,21,27,,,,
新店,新北市,73,細懸浮微粒,普通,1.6,0.25,12,12.0,33,19,6.9,8.4,1.5,2.3,160.0,2017-05-13 03:00,,0.5,24,40,,,,
土城,新北市,78,細懸浮微粒,普通,2.2,0.47,2.6,9.0,35,18,18.0,23.0,5.1,1.1,156.0,2017-05-13 03:00,,0.6,27,45,,,,
板橋,新北市,79,細懸浮微粒,普通,3.0,0.45,5.1,7.0,40,20,17.0,19.0,2.2,0.5,83.0,2017-05-13 03:00,,0.9,27,52,,,,
新莊,新北市,87,細懸浮微粒,普通,1.9,0.81,1,8.0,30,27,31.0,38.0,7.6,1.1,7.6,2017-05-13 03:00,,0.8,30,42,,,,
朴子,嘉義縣,45,,良好,3.9,0.21,8,14.0,45,7,12.0,14.0,2.0,1.9,188.0,2017-05-13 00:00,,0.3,7,49,,,,
關山,臺東縣,22,,良好,1.4,,4.9,9.0,24,4,3.8,6.4,2.6,0.5,34.0,2017-05-13 00:00,,,7,23,,,,
麥寮,雲林縣,44,,良好,2.8,0.25,9.9,15.0,44,14,8.5,12.0,3.1,2.1,208.0,2017-05-13 00:00,,0.2,13,48,,,,
基隆,基隆市,43,,良好,1.2,0.22,11,19.0,15,9,8.7,10.0,1.3,0.5,314.0,2017-05-13 03:00,,0.3,13,18,,,,
林口,新北市,67,細懸浮微粒,普通,4.1,0.09,17,16.0,30,14,6.0,7.6,1.6,2.8,291.0,2017-05-13 00:00,,0.3,22,43,,,,
淡水,新北市,80,細懸浮微粒,普通,2.5,0.19,16,16.0,39,19,6.5,8.4,1.9,,,2017-05-13 00:00,,0.4,27,50,,,,
士林,臺北市,88,細懸浮微粒,普通,2.0,0.41,9.9,16.0,27,20,20.0,23.0,3.0,1.6,108.0,2017-05-13 00:00,,0.6,31,49,,,,
中山,臺北市,89,細懸浮微粒,普通,3.6,0.94,1.5,12.0,45,24,37.0,55.0,18.0,1.4,244.0,2017-05-13 00:00,,1.0,31,57,,,,
萬華,臺北市,93,細懸浮微粒,普通,5.6,1.07,2,12.0,42,27,42.0,66.0,24.0,1.9,144.0,2017-05-13 00:00,,0.9,33,55,,,,
古亭,臺北市,84,細懸浮微粒,普通,2.6,0.7,4.3,17.0,35,22,27.0,35.0,8.0,1.0,92.0,2017-05-13 00:00,,0.7,29,43,,,,
松山,臺北市,95,細懸浮微粒,普通,2.9,0.45,10,18.0,39,26,21.0,24.0,3.3,1.7,60.0,2017-05-13 00:00,,0.7,33,48,,,,
大同,臺北市,86,細懸浮微粒,普通,3.3,1.36,-,,69,25,38.0,78.0,40.0,,,2017-05-13 00:00,,2.0,30,71,,,,
桃園,桃園市,85,細懸浮微粒,普通,4.0,0.31,8,12.0,46,25,16.0,17.0,1.7,1.0,269.0,2017-05-13 00:00,,0.7,29,45,,,,
大園,桃園市,40,,良好,10.0,0.13,15,18.0,28,7,14.0,15.0,1.4,2.4,291.0,2017-05-13 00:00,,0.2,12,32,,,,
觀音,桃園市,38,,良好,2.0,0.1,20,18.0,28,16,4.8,5.2,0.4,1.8,266.0,2017-05-13 00:00,,0.1,12,36,,,,
平鎮,桃園市,51,細懸浮微粒,普通,2.9,0.16,6.8,10.0,38,16,12.0,14.0,2.1,1.6,262.0,2017-05-13 00:00,,0.3,16,46,,,,
龍潭,桃園市,68,細懸浮微粒,普通,3.1,0.3,4.4,13.0,60,25,16.0,19.0,2.7,2.0,225.0,2017-05-13 00:00,,0.4,23,54,,,,
湖口,新竹縣,38,,良好,5.6,0.11,12,17.0,24,13,7.5,9.3,1.9,3.6,257.0,2017-05-13 00:00,,0.1,12,25,,,,
竹東,新竹縣,58,細懸浮微粒,普通,2.0,0.23,5.7,10.0,35,13,6.2,8.7,2.5,1.3,115.0,2017-05-13 00:00,,0.3,18,39,,,,
新竹,新竹市,34,,良好,1.7,0.2,36,31.0,28,5,7.7,8.7,1.0,1.7,245.0,2017-05-13 00:00,,0.4,7,37,,,,
頭份,苗栗縣,42,,良好,3.6,0.13,8.2,13.0,29,11,9.6,11.0,1.9,1.7,223.0,2017-05-13 00:00,,0.2,13,32,,,,
苗栗,苗栗縣,46,,良好,2.1,0.24,7,10.0,35,13,12.0,13.0,1.9,2.7,203.0,2017-05-13 00:00,,0.3,14,42,,,,
三義,苗栗縣,31,,良好,2.2,0.19,11,12.0,24,4,8.5,9.0,0.5,3.5,186.0,2017-05-13 00:00,,0.2,9,34,,,,
