SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
基隆,基隆市,50.0,,良好,1.5,0.1,58,54.0,15.0,6,1.6,1.7,0.1,2.2,80.0,2017-04-27 05:00,,0.1,3.0,9.0,,,,
汐止,新北市,43.0,,良好,4.3,0.15,48,46.0,15.0,9,8.8,10.0,1.7,1.9,52.0,2017-04-27 05:00,,0.2,10.0,11.0,,,,
萬里,新北市,61.0,臭氧八小時,普通,1.5,0.11,61,58.0,71.0,9,1.0,1.9,0.9,9.5,46.0,2017-04-27 05:00,,0.1,10.0,64.0,,,,
新店,新北市,42.0,,良好,2.4,0.15,50,45.0,10.0,2,4.8,5.2,0.4,0.9,124.0,2017-04-27 05:00,,0.2,4.0,12.0,,,,
基隆,基隆市,48.0,,良好,0.8,0.14,53,52.0,6.0,ND,3.6,4.3,0.7,1.8,94.0,2017-04-27 00:00,,0.2,7.0,13.0,,,,
汐止,新北市,51.0,細懸浮微粒,普通,1.9,0.18,45,44.0,11.0,10,9.6,12.0,2.0,3.1,37.0,2017-04-27 00:00,,0.2,16.0,17.0,,,,
萬里,新北市,54.0,臭氧八小時,普通,1.9,0.13,57,56.0,64.0,9,0.9,1.5,0.7,6.5,49.0,2017-04-27 00:00,,0.1,14.0,50.0,,,,
新店,新北市,43.0,,良好,6.0,0.18,43,41.0,16.0,4,12.0,13.0,0.5,1.2,96.0,2017-04-27 00:00,,0.3,13.0,21.0,,,,
土城,新北市,,,設備維護,1.4,0.23,48,,12.0,5,8.0,9.1,1.1,2.2,135.0,2017-04-27 00:00,,,,,,,,
板橋,新北市,,,設備維護,1.9,0.3,40,,13.0,7,13.0,15.0,1.7,1.7,77.0,2017-04-27 00:00,,,,,,,,
新莊,新北市,37.0,,良好,1.0,0.3,41,40.0,10.0,ND,12.0,13.0,1.2,2.5,83.0,2017-04-27 00:00,,0.4,8.0,21.0,,,,
菜寮,新北市,47.0,,良好,1.1,0.24,44,38.0,13.0,7,9.9,12.0,1.7,2.7,98.0,2017-04-27 00:00,,0.4,15.0,20.0,,,,
林口,新北市,45.0,,良好,0.4,0.14,49,49.0,17.0,9,4.4,5.1,0.7,2.1,55.0,2017-04-27 00:00,,0.2,10.0,27.0,,,,
淡水,新北市,44.0,,良好,0.7,0.17,47,47.0,14.0,12,2.0,3.1,1.1,,,2017-04-27 00:00,,0.2,11.0,17.0,,,,
士林,臺北市,39.0,,良好,1.2,0.34,31,35.0,11.0,6,14.0,15.0,1.0,1.5,279.0,2017-04-27 00:00,,0.4,12.0,24.0,,,,
中山,臺北市,46.0,,良好,0.3,0.32,41,30.0,16.0,ND,14.0,15.0,0.9,2.8,114.0,2017-04-27 00:00,,0.6,14.0,27.0,,,,
萬華,臺北市,42.0,,良好,,0.24,46,34.0,18.0,5,11.0,12.0,1.6,3.4,108.0,2017-04-27 00:00,,0.5,13.0,29.0,,,,
古亭,臺北市,48.0,,良好,0.1,0.27,46,41.0,16.0,8,9.9,11.0,1.1,2.5,97.0,2017-04-27 00:00,,0.4,15.0,25.0,,,,
松山,臺北市,39.0,,良好,-0.1,0.22,45,40.0,12.0,10,8.8,9.2,0.5,2.0,62.0,2017-04-27 00:00,,0.3,12.0,22.0,,,,
